,Unnamed: 0,帖子内容,发布时间
553,27211,【世界粮食计划署：#加沙地带食品仅够再维持五天#】据卡塔尔半岛电视台5日援引世界粮食计划署方面的消息称，目前加沙地带商铺中基本食品的库存仅够再维持约五天时间。世界粮食计划署表示，自10月7日巴以爆发新一轮大规模冲突以来，加沙地带已有11家面包店遭到袭击或被摧毁。目前，只有与世界粮食计划署签约的一家面包店及加沙地带中部和南部地区的其他8家面包店间歇性地向各个避难所提供面包，不过具体情况还要取决于面粉和燃料的供应情况。 ,2023-11-06 22:55:51
554,27213,华盛顿白宫的大门沾满了手印#巴以冲突##抵抗组织# ,2023-11-06 22:55:56
555,27217,"约旦将把任何从加沙地带或约旦河西岸驱逐巴勒斯坦人的企图视为宣战。

这里要么是翻译不准确,要么是与阿巴拉二世国王的立场不一致的情感陈述。约旦完全是西方国家,是美国在北约以外的主要盟友之一。安曼与特拉维夫的战争超出了科幻小说的范围。

#巴以冲突伤亡是对人类良知的拷问#】#中方谴责和反对巴以冲突中伤害平民##南非宣布召回全部驻以色列外交官##联合国18个机构共同呼吁巴以立即停火#",2023-11-06 22:56:09
556,27231,"“巴勒斯坦自由是新的BLM”，也就是黑人的命也是运动

美国人开始怀疑他们是不是也是和黑命贵一样

#巴以冲突伤亡是对人类良知的拷问#】#中方谴责和反对巴以冲突中伤害平民##南非宣布召回全部驻以色列外交官##联合国18个机构共同呼吁巴以立即停火# ",2023-11-06 22:56:33
557,27282,//@韩广斌123:正常，多数人都走不出来，我们也是因为投资研究偶然所得，站在哲学大师的肩膀上，视野格局都会更开阔些  //@韩广斌123:明白这一哲学方法论，对巴以战争、俄乌冲突、缅北之战等问题就比较容易理解了//@静止的风369:每个人都是乌合之众,2023-11-06 22:56:34
558,27333,巴以冲突的原因在于哈马斯，我谴责哈马斯挑起战争。 ,2023-11-06 22:56:37
559,27384,//@韩广斌123:正常，多数人都走不出来，我们也是因为投资研究偶然所得，站在哲学大师的肩膀上，视野格局都会更开阔些  //@通化投资者:佩服  不愧是行业精英  真是受益  我老走不出来原来如此//@韩广斌123:明白这一哲学方法论，对巴以战争、俄乌冲突、缅北之战等问题就比较容易理解,2023-11-06 22:57:00
560,27435,"#蜉蝣掠影##万神殿第二季##DIE NOW LIVE FOREVER# 
9.2/10  
万神殿的结尾有种三体结尾的怆然
第二季很聪明 是懂用户的
人工智能 世界时局 巴以冲突 疫苗病毒 
热点一个接着一个……
上载新生未必永生
人的生命形态如何定义
miss的不单单只有过去 还有未来
生命哲学 宇宙哲学 爱的哲学
人类和UI 共存的时代 
如何平衡资源 如何探索未来 
如何立法 伦理又该如何？
科学的尽头永远是神学吗？
宇宙的尽头永远是爱吗？
人类的想象边界能去到的远方
永远只在人间
似乎人类唯一能超越计算的
就是——爱…
#love and peace#",2023-11-06 22:58:09
561,27486,"普京曾说，如果俄罗斯不存在了，还要这个世界干什么？
面对俄乌战争持续下不来台
面对巴以冲突收不了场
面对持续的通胀及处在高位的资产价格
老美有没有让世界重新来一次的冲动？
肯定有！
马斯克同志为啥对火星建立基地那么的热衷
这不是一家企业的追求
所以，目前还不能把老美逼的太紧
耗，使劲耗
慢慢的流血，慢慢的流血",2023-11-06 22:59:08
562,27537,"主教:那个人是谁?他祈祷巴以和平已经一整天了，真是好人啊!
神父:是泽连斯基
#巴以冲突升级#  ",2023-11-06 22:59:14
563,27584,"【约旦首相：企图把巴勒斯坦人逐出领土将被视为宣战】哈萨瓦纳在X社交网站上指出：“任何将巴勒斯坦人驱逐出加沙地带、约旦河西岸或为此创造条件的企图都是一条红线，约旦将视之为宣战。” #约旦# #驱逐# #加沙地带# #巴以冲突# 
 ",2023-11-06 23:00:00
564,27621,欧盟高级官员：巴以新一轮冲突爆发是西方政策“道德失败”的结果 @新浪新闻  ,2023-11-07 22:58:02
565,27672,"#巴以冲突满一个月# 中国驻联合国张军大使：“加沙正在成为儿童的墓地”

【评】：犹是歹毒的动物！

 ",2023-11-07 22:58:33
566,27723,#此轮巴以冲突已持续1个月#【#耿爽说人类良知的底线不能失守#】“人的生命同等宝贵。无论是巴勒斯坦平民，还是以色列平民，都不应该成为武装冲突的受害者。”当地时间6日，中国常驻联合国副代表耿爽在联大发言。他表示，中方谴责一切针对平民的暴力和袭击，国际人道法规定的红线不容触碰，国际道义和人类良知的底线不能失守。 ,2023-11-07 22:59:19
567,27774,#总台记者讲述战地报道印象最深一幕#【#摄像记者遇火箭弹一动不动拍现场#】在巴以冲突前线，总台记者陈慧慧和姚书博坚守了20多天。报道期间，火箭弹呼啸而至，摄像记者一动不动，稳稳拍下“铁穹”拦截全过程↓目前他们第一阶段的报道任务暂时告一段落，仍有其他总台记者在前线继续坚守。明天#记者节#，分享这段讲述↓致敬所有好记者！ ,2023-11-07 22:59:30
568,27825,#巴以冲突满一个月# 巴勒斯坦人的苦难,2023-11-07 22:59:31
569,27876,#此轮巴以冲突已持续1个月#【#耿爽说人类良知的底线不能失守#】“人的生命同等宝贵。无论是巴勒斯坦平民，还是以色列平民，都不应该成为武装冲突的受害者。”当地时间6日，中国常驻联合国副代表耿爽在联大发言。他表示，中方谴责一切针对平民的暴力和袭击，国际人道法规定的红线不容触碰，国际道义和人类良知的底线不能失守。 ,2023-11-07 22:59:34
570,27927,"哈马斯军事部门公布了其战士在拜特拉希亚与以色列占领军发生冲突并袭击其几辆军车的场景
#巴以冲突升级# #巴以冲突#  ",2023-11-07 22:59:36
571,27978,此轮巴以冲突已持续1个月。,2023-11-07 22:59:56
572,28029,#此轮巴以冲突已持续1个月#【#耿爽说人类良知的底线不能失守#】“人的生命同等宝贵。无论是巴勒斯坦平民，还是以色列平民，都不应该成为武装冲突的受害者。”当地时间6日，中国常驻联合国副代表耿爽在联大发言。他表示，中方谴责一切针对平民的暴力和袭击，国际人道法规定的红线不容触碰，国际道义和人类良知的底线不能失守。 @央视新闻,2023-11-07 23:00:00
573,28080,在耶路撒地区上学的巴勒斯坦女学生，被以色列大兵以搜查为名摸了个遍。#巴以冲突#  ,2023-11-08 22:55:11
574,28130,"【以色列总理：冲突结束后，以方将“无限期”对加沙承担“全面安全责任”】据美国广播公司（ABC）报道，以色列总理内塔尼亚胡6日接受该媒体采访时称，本轮巴以冲突结束后，以色列将“无限期地”对加沙地带承担“全面安全责任”（overall security responsibility），并称“我们已经看到了当我们没承担这一责任时发生了什么”。

《以色列时报》称，最近几周，以色列官员在匿名条件下表达过相关立场，但内塔尼亚胡首次将这一立场摆到明面上。目前还不清楚内塔尼亚胡如何定义“安全责任”的范围，但以色列官员此前称，以色列无意占领加沙。

内塔尼亚胡在采访中还称，在哈马斯（巴勒斯坦伊斯兰抵抗运动）释放所有人质之前，以色列不会同意停火。

在接受ABC《今夜世界新闻》（World News Tonight）主持人戴维·穆伊尔（David Muir）采访时，内塔尼亚胡谈到了本轮冲突结束后加沙地带的未来。

穆伊尔向以色列总理提问，当本轮冲突结束时，谁“应该接管这片土地”。

“那些不想走哈马斯老路的人（会接管），当然不想（走哈马斯的路）。”内塔尼亚胡称，“我认为以色列将无限期地（对加沙）承担全面安全责任，因为我们已经看到了当我们没承担这一责任时发生了什么。当这种安全责任不在我们身上时，我们面对的就是哈马斯‘恐怖活动’以无法想像的规模爆发。”

《以色列时报》称，最近几周，以色列官员在匿名条件下提出过这一立场，但内塔尼亚胡现在将这一立场摆到明面上。目前还不清楚内塔尼亚胡如何定义“安全责任”的范围，但以色列官员坚称，他们不希望在冲突结束后中占领加沙。

ABC提到，以色列国防部长加兰特上个月表示，以方在加沙地带的目标包括通过摧毁哈马斯的军事和治理能力来消灭该组织，并通过在加沙地带建立新的“安全政权”，来免除以色列对加沙地带日常生活的责任，为以色列公民建立一个新的安全环境。

当被问到拜登政府是否同意或支持内塔尼亚胡的观点时，美国白宫国家安全委员会战略沟通协调员约翰·柯比称，美方正在与以色列方面以及该地区其他伙伴就冲突结束后加沙地带的治理问题进行对话，但尚未作出任何决定，未就“谁来做什么，做多久”达成任何解决方案。

“我们支持的是哈马斯不能再控制加沙了。”柯比补充称，“不管未来如何，（加沙地带的治理）都不能回到10月6日那样。”

在接受ABC采访时，内塔尼亚胡还谈到了对停火的态度，他强调人质问题必须先解决，“如果不释放我们的人质，加沙就不会有停火，全面的停火”，并补充称即使暂时停火也是为了让人道主义物资进入加沙地带，或者是为了让人质安全撤离，“但我认为不会达成全面停火”。

他给出的理由是，答应全面停火会阻碍以军在军事行动和解救人质上的努力，“对哈马斯唯一有效的就是我们施加的军事压力”。

拜登与内塔尼亚胡11月6日进行了通话，双方讨论了增加人道主义援助的必要性，以及出于人道主义、争取释放人质的原因而实施“战术性暂停”的可能性，拜登重申了他对以色列的支持。

美国白宫国家安全委员会战略沟通协调员约翰·柯比称，美国将继续主张在本轮冲突中实现“临时和局部暂停”，并重申了美国政府的立场，即这种提议并不意味着美国支持“全面停火”，美国不会阻止以色列进行自卫。

此前，在美国哥伦比亚广播公司电视台（CBS）10月15日播出的采访中，美国总统拜登被问到是否支持以色列占领加沙地带时，他称以色列占领加沙“会是一个巨大的错误”，因为“哈马斯极端分子并不代表所有巴勒斯坦人民”。他支持巴勒斯坦人独立建国。

随后，以色列常驻联合国代表吉拉德·埃尔丹回应称，以色列无意占领加沙，但将“采取一切必要手段”消灭哈马斯。同一天，以色列驻美国大使迈克尔·赫尔佐格称以色列“不想统治”巴勒斯坦人的生活。

被问及“有迹象表明以色列计划永久占领加沙地带”一事时，中国外交部发言人汪文斌11月6日在例行记者会上表示，中方在巴勒斯坦问题上的立场是一贯、明确的，我们主张在联合国有关决议的基础上，建立以1967年边界为基础、以东耶路撒冷为首都、享有完全主权独立的巴勒斯坦国，中方将继续同国际社会一道，为此作出不懈努力。",2023-11-08 22:56:00
575,28180,我的世界之加沙攻略，梅卡瓦沦为背景板，轰的一下上天了。整活啊兄弟们[允悲][允悲][允悲]#巴以冲突##我的世界#  ,2023-11-08 22:56:13
576,28231,巴以本轮冲突已致双方超8000人死亡 ,2023-11-08 22:56:44
577,28282,"这次巴以冲突已经持续一个月了。
以色列对加沙的无差别轰炸行为，仍然持续不断。
以色列不但炸医院，还炸难民营、学校，以色列这些反人类行为令人发指，但面对国际社会的广泛谴责，以色列仍然我行我素，拒绝停火。
10月31日，以色列空袭加沙北部的杰巴利耶难民营。
这并不是误炸，因为11月1日，以色列再次空袭了杰巴利耶难民营。
不到24小时连续两次轰炸，造成数百人伤亡。
杰巴利耶难民营是加沙地带最大的难民营，面积仅为1.4平方公里，但收容多达11万巴勒斯坦难民。
这一次，以军倒是直接承认了本次空袭，但其嘴脸和话语，却让人有些瞠目结舌。
以色列国防军发言人是这么说的，他称：“很难确定（那个地区）有多少非战斗人员。这次袭击的目标是哈马斯一名高级官员，我们已经要求平民撤离，我们已经给了他们足够时间，这些人又不是不能动。（他们）也不是医院里的病人，不是老人，或者其他不能动的人。要么是他们自己做出留下的决定，要么是哈马斯让他们留下来的。”
看看，这像是人能说出来的话吗？
偏偏他还觉得自我感觉良好，觉得已经提前通知了。
每次看到有人吹以色列这个“提前通知”，我就感觉很离谱。
以色列的逻辑就是，我要炸你家，提前通知你一下，我就可以肆无忌惮把你家炸了，你不走，被炸死就活该。
以色列这套逻辑，这是比强盗还强盗，比土匪还土匪，就这还有人能吹成文明行为。
而且现在加沙被断水断电，以军这个提前通知有多少当地难民能看到？
说白了，这个提前通知，只不过是以军搞屠杀的一个美化说辞罢了。
与其说是提前通知，倒不如说是屠杀预告。#微博新知#",2023-11-08 22:57:49
